name	cluster
<<<<rp:Footprint-kdp:prove-<<<<rp:someone-kdp:enter-rp:Blessington_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/155">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/154">>	0
<<<<sl:Holmes-kdp:infer-<<<<sl:Criminal-kdp:erase-sl:Taste_of_opium>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/356">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/354">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:Blessington-kdp:command-<<<<rp:Percy_Trevelyan-kdp:visit-rp:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/157">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/156">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<df:Roundhay-kdp:say-<<<<df:Case_1-kgc:hasProperty-kdp:tragic>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/014">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/011">>	0
<<<<df:Holmes-kdp:guess-<<<<df:Case_2-kdp:happen-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/203">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/202">>	0
<<<<df:Mortimer-kdp:say-<<<<df:Mortimer-kdp:turnBack-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/109">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/107">>	0
<<<<cm:key_of_living_room-kdp:notExist-cm:living_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/096">>	0
<<<<sl:Holmes-kdp:notBring-sl:Silver_Blaze>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/316">>	0
<<<<sb:Roylott-kdp:come-sb:house_of_Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/137">>	0
<<<<df:George-kdp:notChange-df:posture>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/200">>	0
<<<<cm:Nancy-kdp:equalTo-cm:daughter_of_former_sergeant_of_armies>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/016">>	0
<<<<ci:Holmes-kdp:say-<<<<ci:Windibank-kdp:lose-ci:100_GBP>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/488">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/472">>	0
<<<<df:Roundhay-kdp:say-<<<<df:Mortimer-kdp:go-df:Toridnik_Wasa>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/032">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/021">>	0
<<<<cm:Barclay-kgc:hasProperty-kdp:alone>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/036">>	0
<<<<dm:Maid-kdp:call-dm:Local_doctor>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/094">>	0
<<<<sl:Night_of_the_incident-kdp:rain-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/110">>	0
<<<<cm:Barclay-kdp:equalTo-cm:soldier>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/012">>	0
<<<<rp:Elderly_man-kdp:revenge-rp:Blessington>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/319a">>	0
<<<<sb:Helen-kdp:turnOn-sb:lamp>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/120">>	0
<<<<df:Mortimer-kdp:say-<<<<df:Mortimer-kdp:takeWalk-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/124">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/107">>	0
<<<<cm:Holmes-kdp:say-<<<<cm:Nancy-kdp:talk-cm:Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/310">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/309">>	0
<<<<df:Holmes-kdp:say-<<<<df:Holmes-kdp:notAnswer-df:Suspect>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/382">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/376">>	0
<<<<sl:two_young_men-kdp:eat-sl:Evening_meal>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/037">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:047-kgc:hasProperty-kdp:strange>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/054">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<cm:Morison-kdp:say-<<<<cm:Nancy-kdp:arrive-cm:Rasheen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/174">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/171">>	0
<<<<dm:Dancing_dolls-kgc:hasProperty-kdp:cipher>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/147">>	0
<<<<rp:Holmes-kdp:indicate-rp:Disgust>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/190">>	0
<<<<df:Holmes-kdp:guess-<<<<df:Porter-kdp:notEqualTo-df:Criminal>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/205">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/202">>	0
<<<<sl:Ned_Hunter-kdp:report-<<<<sl:Edith_Baxter-kdp:say-<<<<sl:Fitzroy_Simpson-kdp:request-<<<<sl:Edith_Baxter-kdp:handOver-sl:A_scrap_of_paper>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/064">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/063">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/069">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/104">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:Blessington-kdp:suspect-rp:Percy_Trevelyan>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/143">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<dm:Dancing_dolls_Y-kdp:have-dm:E>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/167a">>	0
<<<<rp:Blessington-kdp:return-rp:Walk_of_the_daily_routine>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/132">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:The_contents_of_the_letter-kdp:contain-<<<<rp:Russian_aristocracy-kdp:in_residence-rp:England>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/090">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/089">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<rp:Holmes-kdp:say-<<<<rp:Elderly_man-kdp:sit-rp:Chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/288">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/271">>	0
<<<<df:Holmes-kdp:wait-df:Passing_of_four-wheeled_carriage>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/144">>	0
<<<<df:Sterndale-kdp:say-<<<<df:Brenda-kdp:wait-df:marriage>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/420">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/412">>	0
<<<<sb:coroner-kdp:examine-sb:floor_of_Julia’s_bedroom>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/099">>	0
<<<<rp:Young_man-kgc:hasProperty-kdp:scary>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/103">>	0
<<<<cm:Holmes-kdp:say-<<<<cm:Henry-kdp:leave-cm:living_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/337">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/309">>	0
<<<<sl:Inspector_Gregory-kdp:examine-sl:All_of_the_stables_and_the_small_building_near_Tavistock>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/321">>	0
<<<<rp:Holmes-kdp:say-<<<<rp:Young_man-kgc:hasProperty-kdp:exist>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/266">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/262">>	0
<<<<df:Holmes-kdp:guess-<<<<df:Owen-kdp:taste-df:suffering>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/193">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/190">>	0
<<<<sb:Holmes-kdp:examine-sb:elbow_chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/241">>	0
<<<<df:Holmes-kdp:say-<<<<df:Sterndale-kdp:observe-df:In_the_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/409">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/376">>	0
<<<<rp:Percy_Trevelyan-kdp:write-rp:Notification>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/216">>	0
<<<<cm:Holmes-kdp:say-<<<<cm:Henry-kdp:drop-cm:stick>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/334">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/309">>	0
<<<<sb:Holmes-kdp:takeDown-sb:small_dish>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/244">>	0
<<<<df:Holmes-kdp:request-<<<<df:Detective-kdp:focus-df:lamp>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/296">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/294">>	0
<<<<df:Sterndale-kdp:say-<<<<df:Roundhay-kdp:know-<<<<df:Sterndale-kdp:have-df:Former_wife>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/417">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/422">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/412">>	0
<<<<cm:Henry-kdp:say-<<<<cm:Henry-kdp:earn-cm:money>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/307">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/256">>	0
<<<<cm:Holmes-kdp:think-<<<<cm:man-kdp:see-<<<<cm:Barclay-kdp:argue-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/086">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/149">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/148">>	0
<<<<ci:Watson-kdp:say-<<<<ci:Hosmer-kdp:working-ci:Office_of_Redon_Hall_Street>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/367">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/353">>	0
<<<<df:Watson-kdp:think-<<<<df:Mortimer-kgc:hasProperty-kdp:inControl>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/069">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/068">>	0
<<<<df:Mortimer-kdp:rent-df:Two_rooms_of_pastoral_hall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/247">>	0
<<<<rp:Holmes-kdp:say-<<<<rp:Voice_of_Blessington-kgc:hasProperty-kdp:notHear>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/283">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/271">>	0
<<<<cm:Morison-kdp:say-<<<<cm:Nancy-kdp:fall-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/185">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/171">>	0
<<<<sl:Edith_Baxter-kdp:notAccompany-sl:Drink>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/040">>	0
<<<<rp:Elderly_man-kdp:stop-rp:Reply>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/116">>	0
<<<<rp:319a-kdp:fail-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/320">>	0
<<<<df:Holmes-kdp:say-<<<<df:357-kdp:suggest-df:364a>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/364">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/348">>	0
<<<<df:Mortimer-kdp:say-<<<<df:something-kgc:hasProperty-kdp:notMatter>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/122">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/107">>	0
<<<<ci:Holmes-kdp:say-<<<<owl:Nothing-kdp:have-ci:letter_of_Hosma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/450">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/444">>	0
<<<<sl:Ned_Hunter-kdp:report-<<<<sl:Fitzroy_Simpson-kdp:say-<<<<sl:Fitzroy_Simpson-kdp:relive-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/056">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/055">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/104">>	0
<<<<ci:Holmes-kdp:focus-ci:story_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/085">>	0
<<<<sl:Two_young_men-kdp:search-sl:John_Straker>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/125">>	0
<<<<ci:Sutherland-kdp:say-<<<<ci:Hosmer-kdp:live-ci:Office_of_Redon_Hall_Street>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/170">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/163">>	0
<<<<rp:Holmes-kdp:say-<<<<rp:Helper_boy-kdp:enter-rp:Blessington_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/281">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/271">>	0
<<<<ci:Holmes-kdp:say-<<<<ci:Holmes-kdp:see-ci:sleeve_of_Woman>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/328">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/322">>	0
<<<<df:Mortimer-kdp:say-<<<<df:Mortimer-kdp:remember-<<<<df:Mortimer-kdp:sit-df:George>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/110">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/108">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/107">>	0
<<<<cm:Morison-kdp:say-<<<<cm:Morrison-kdp:go-cm:Rasheen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/175">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/171">>	0
<<<<rp:Strange_habit-kdp:equalTo-<<<<rp:Blessington-kdp:goOut-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/063">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/061a">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:Blessington-kdp:goOut-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/063">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<cm:hair_of_Morrison-kgc:hasProperty-kdp:blonde>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/167">>	0
<<<<ci:Windibank-kdp:see-ci:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/408">>	0
<<<<dm:Dancing_dolls_A-kdp:contain-dm:Dancing_dolls_F>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/153">>	0
<<<<rp:Watson-kdp:propose-<<<<rp:Story_of_the_Russian_parent_and_child-kgc:hasProperty-kdp:Fiction>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/208">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/207">>	0
<<<<sl:Edith_Baxter-kdp:run-sl:The_window_of_Stables>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/066">>	0
<<<<ci:Holmes-kdp:think-<<<<ci:Sutherland-kdp:have-ci:margin>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/098">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/094">>	0
<<<<sb:hinges_of_shutter-kgc:hasProperty-kdp:madeByIron>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/191">>	0
<<<<rp:Life_of_Blessington-kgc:hasProperty-kdp:irregular>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/064">>	0
<<<<dm:Cubitt-kdp:see-dm:Dancing_dolls>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/028">>	0
<<<<cm:Jane-kdp:hear-<<<<cm:Barclay-kdp:argue-cm:living_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/081">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/080">>	0
<<<<rp:Percy_Trevelyan-kdp:examine-rp:Body_temperature_of_Elderly_man>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/121">>	0
<<<<cm:Morrison-kdp:live-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/054">>	0
<<<<cm:Henry-kdp:say-<<<<cm:Barclay-kdp:suicide-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/259">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/256">>	0
<<<<sb:Roylott-kdp:notOppose-sb:engagement_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/038">>	0
<<<<cm:Murphy-kdp:say-<<<<cm:Barclay-kgc:hasProperty-kdp:violent>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/029">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/022">>	0
<<<<ci:Sutherland-kdp:say-<<<<ci:Sutherland-kdp:gain-ci:one_sheet>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/108">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/100">>	0
<<<<df:Sterndale-kdp:hear-df:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/215">>	0
<<<<sl:Holmes-kdp:infer-<<<<sl:Holmes-kdp:suspect-sl:John_Straker>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/360">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/354">>	0
<<<<dm:Elsie-kdp:shutUp-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/025">>	0
<<<<sb:baboon-kdp:exist-sb:mansion_of_Roylott>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/248">>	0
<<<<df:Watson-kdp:guess-<<<<df:Mortimer-kdp:die-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/269">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/268">>	0
<<<<dm:Abe_Slaney-kdp:say-<<<<dm:bullet_of_Cubitt-kdp:notHit-dm:Abe_Slaney>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/224">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/191">>	0
<<<<rp:study_of_Percy_Trevelyan-kdp:equalTo-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/31a">>	0
<<<<df:Roundhay-kdp:say-<<<<df:Owen-kdp:play-df:Card_game>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/025">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/021">>	0
<<<<rp:Percy_Trevelyan-kdp:say-<<<<rp:Outpatients-kdp:come-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/150">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/030">>	0
<<<<sb:Holmes-kdp:hear-sb:whistle>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/327">>	0
<<<<sb:Holmes-kdp:hear-sb:sound_of_snake>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/395">>	0
<<<<sl:Silas_Brown-kdp:mitigate-sl:sin>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/329">>	0
<<<<sl:John_Straker-kdp:avoid-sl:Witness>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/382a">>	0
<<<<rp:Suspicious_incidents-kgc:hasProperty-kdp:notExist>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/265">>	0
<<<<sb:Holmes-kdp:instruct-<<<<sb:man-kdp:see-sb:window_of_Julia’s_bedroom>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/260">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/258">>	0
<<<<ag:Jack_Croker-kdp:say-ag:truth>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/383">>	0
<<<<ci:Sutherland-kdp:say-<<<<ci:Sutherland-kdp:notKnow-ci:location_of_Hosmer>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/241">>>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/187">>	0
