name	label
<<<<ag:Theresa-kgp:lie-ag:Watson>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/194">>	194
<<<<ag:Testimony_of_Lady_Brackenstall-kgp:Incredible-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/195">>	195
<<<<df:Standale-kgp:go-df:Sea>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/449">>	449
<<<<rp:invader-kgp:notKnow-rp:Daily_routine_of_Blessington>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/203">>	203
<<<<ag:knot-kgp:remain-ag:dining_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/099">>	099
<<<<cm:eye_of_beast-kgp:red-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/345">>	345
<<<<cm:Nancy-kgp:beSuspected-cm:criminal_of_incident>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/252">>	252
<<<<ci:Holmes-kgp:locate-ci:husband_of_Etheridge>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/054">>	054
<<<<sb:sister-kgp:include-sb:Helen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/35">>	35
<<<<sb:sister-kgp:include-sb:Helen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/11">>	11
<<<<ag:Sir_Eustace_Brackenstall-kgp:fire-ag:dog_of_Lady_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/130">>	130
<<<<cm:Morrison-kgp:notTell-cm:about_Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/201">>	201
<<<<sb:Julia-kgp:come-sb:bedroom_of_Helen>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/54">>	54
<<<<dm:Bookshelf-kgp:exist-dm:three_sides_of_study_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/118">>	118
<<<<ag:face_of_cadaver-kgp:equalTo-ag:scary_demon>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/110">>	110
<<<<sb:Julia-kgp:meet-sb:lieutenant_commander>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/36">>	36
<<<<cm:Berkeley-kgp:suffer-cm:guilt>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/360">>	360
<<<<sl:Cyrus_Brown-kgp:notHurt-sl:Silver_Blaze>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/328">>	328
<<<<sl:Cyrus_Brown-kgp:tryToLighten-sl:punishment_of_crime>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/329">>	329
<<<<owl:Nothing-kgp:worn-ci:thumb_of_Right_glove>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/313">>	313
<<<<rp:Blessington-kgp:the_robbers_of_Worthington_bank-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/304">>	304
<<<<dm:Maid-kgp:getOut-dm:Maid_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/115">>	115
<<<<rp:Percy_Trevelyan-kgp:ask-rp:feelFear>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/084">>	084
<<<<rp:Fear_of_Blessington-kgp:subside-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/085">>	085
<<<<sb:Holmes-kgp:investigate-sb:small_dish>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/251">>	251
<<<<sb:Holmes-kgp:investigate-sb:back_part_of_chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/252">>	252
<<<<df:George-kgp:sit-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/075">>	075
<<<<df:George-kgp:sit-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/089">>	089
<<<<df:George-kgp:sit-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/131">>	131
<<<<cm:Berkeley-kgp:argue-cm:living_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/081">>	081
<<<<rp:Blessington-kgp:Hardly-rp:goOut>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/063">>	063
<<<<rp:Lanner_Inspector-kgp:stand-rp:Near_the_corpse>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/226">>	226
<<<<rp:Lanner_Inspector-kgp:greet-rp:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/227">>	227
<<<<df:hand_of_Mortimer_AND_feet_of_Mortimer-kgp:twitch-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/266">>	266
<<<<sb:Helen-kgp:lock-sb:shutter>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/187">>	187
<<<<sb:Helen-kgp:lock-sb:bedroom_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/188">>	188
<<<<rp:The_third_person-kgp:guide-rp:Elderly_man>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/267">>	267
<<<<owl:Nothing-kgp:exist-ci:gavel>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/360">>	360
<<<<ci:Sutherland-kgp:say-ci:mother>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/156">>	156
<<<<ci:Sutherland-kgp:meet-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/114">>	114
<<<<ci:Sutherland-kgp:meet-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/147">>	147
<<<<ci:Sutherland-kgp:meet-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/145">>	145
<<<<ci:Sutherland-kgp:meet-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/134">>	134
<<<<rp:Percy_Trevelyan-kgp:goToGet-rp:Nitrous_acid_aluminum>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/123">>	123
<<<<rp:Percy_Trevelyan-kgp:I_left_behind_was-rp:Elderly_man>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/124">>	124
<<<<rp:Percy_Trevelyan-kgp:Back_was-rp:Examination_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/125">>	125
<<<<dm:Elsie-kgp:stop-dm:Qubit>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/064">>	064
<<<<dm:Elsie-kgp:stop-dm:Qubit>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/059">>	059
<<<<owl:Nothing-kgp:2500_GBP-ci:Face_value_of_heritage>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/092">>	092
<<<<sb:door-kgp:notExist-sb:bedroom_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/46">>	46
<<<<ag:Behavior_of_Jack_Crocker-kgp:Serious_problems-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/395">>	395
<<<<ci:mother_of_Sutherland-kgp:love-ci:Hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/209">>	209
<<<<dm:Elsie-kgp:shoot-dm:Qubit>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/080">>	080
<<<<owl:Nothing-kgp:sell-df:business>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/099">>	099
<<<<cm:first_battalion_of_Royal_Mallows-kgp:beSaved-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/285">>	285
<<<<cm:Henry-kgp:beTaken-cm:rebels>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/286">>	286
<<<<cm:Henry-kgp:beTaken-cm:rebels>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/290">>	290
<<<<cm:Henry-kgp:beTaken-cm:rebels>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/289">>	289
<<<<ag:window_of_Dining_room-kgp:open-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/051">>	051
<<<<ci:Holmes-kgp:cannotCatch-ci:Villain>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/397">>	397
<<<<sl:Fitzroy_Simpson-kgp:had-sl:Thick_stick>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/049">>	049
<<<<sl:Complexion_of_Fitzroy_Simpson-kgp:bad-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/051">>	051
<<<<ag:Criminal-kgp:have-ag:All-purpose_knife>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/159">>	159
<<<<ag:bottle_opener-kgp:equalTo-ag:mobile_Bottle_opener>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/158">>	158
<<<<rp:Elderly_man-kgp:enter-rp:Examination_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/096">>	096
<<<<rp:Elderly_man-kgp:enter-rp:Examination_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/135">>	135
<<<<cm:Henry-kgp:suppress-cm:Teddy>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/333">>	333
<<<<cm:Henry-kgp:drop-cm:stick>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/334">>	334
<<<<rp:Blessington-kgp:need-rp:Director_of_doctor>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/059">>	059
<<<<rp:The_heart_of_Blessington-kgp:weak-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/058">>	058
<<<<sl:John_Straker-kgp:self-harm-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/168">>	168
<<<<cm:Henry-kgp:reckless-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/270">>	270
<<<<cm:Berkeley-kgp:wellEducated-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/271">>	271
<<<<sb:Roylott-kgp:put-sb:snake>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/391">>	391
<<<<sb:Roylott-kgp:put-sb:snake>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/384">>	384
<<<<sb:Roylott-kgp:lock-sb:safe>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/392">>	392
<<<<ci:Holmes-kgp:stand-ci:Chair>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/001">>	001
<<<<owl:Nothing-kgp:stand-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/002">>	002
<<<<sb:hole-kgp:exist-sb:bedroom_of_Roylott>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/276">>	276
<<<<ci:Windybank-kgp:prohibit-ci:relation_of_same-aged_people>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/491">>	491
<<<<ag:Criminal-kgp:cut-ag:cord_of_bell>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/223">>	223
<<<<cm:Nancy-kgp:talk-cm:Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/310">>	310
<<<<cm:Berkeley-kgp:sell-cm:Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/317">>	317
<<<<cm:Berkeley-kgp:sell-cm:Henry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/284">>	284
<<<<cm:Nancy-kgp:go-cm:home>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/052">>	052
<<<<cm:Berkeley-kgp:beKilled-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/105">>	105
<<<<cm:Berkeley-kgp:beKilled-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/102">>	102
<<<<cm:Berkeley-kgp:beKilled-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/006">>	006
<<<<dm:Dancing_dolls_X-kgp:have-dm:three_characters>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/161">>	161
<<<<df:Standale-kgp:tell-df:Less_than>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/443">>	443
<<<<ci:Sutherland-kgp:enough-ci:income_of_Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/107">>	107
<<<<df:Brenda-kgp:have-df:Irritated_constitution>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/327">>	327
<<<<df:George-kgp:crazy-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/090">>	090
<<<<df:George-kgp:crazy-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/328">>	328
<<<<sb:Roylott-kgp:go-sb:London>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/153">>	153
<<<<sb:Roylott-kgp:go-sb:London>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/133">>	133
<<<<sl:Edith_Baxter-kgp:fear-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/065">>	065
<<<<sl:Wife_of_John_Straker-kgp:wakeUp-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/114">>	114
<<<<sl:Wife_of_John_Straker-kgp:wakeUp-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/108">>	108
<<<<sl:John_Straker-kgp:pick-sl:tie>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/384">>	384
<<<<sl:John_Straker-kgp:Tie-sl:legs_of_Silver_Blaze>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/385">>	385
<<<<ag:police-kgp:notFind-ag:False_charge_person>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/414">>	414
<<<<sl:John_Straker-kgp:check-sl:stable>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/113">>	113
<<<<sb:Holmes-kgp:find-sb:dog_whip>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/253">>	253
<<<<sb:Holmes-kgp:investigate-sb:dog_whip>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/256">>	256
<<<<cm:beast-kgp:supple-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/342">>	342
<<<<df:George-kgp:talking-df:Unintelligible_thing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/137">>	137
<<<<cm:Berkeley-kgp:equalTo-cm:soldier>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/012">>	012
<<<<cm:Berkeley-kgp:promote-cm:senior_rank>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/013">>	013
<<<<ag:Eyes_of_Holmes-kgp:represent-ag:angry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/089">>	089
<<<<ag:Holmes-kgp:see-ag:dining_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/090">>	090
<<<<df:Holmes-kgp:refill-df:Same_oil_of_pastoral_hall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/299">>	299
<<<<sb:bedroom_of_Roylott-kgp:face-sb:corridor>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/182">>	182
<<<<df:Mortimer-kgp:notGenerous-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/354">>	354
<<<<owl:Nothing-owl:TopObjectProperty-dm:note>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/146">>	146
<<<<sb:Helen-kgp:go-sb:Stoke_Moran>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/136">>	136
<<<<ci:Windybank-kgp:goOut-ci:Opposite_door>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/538">>	538
<<<<dm:Elsie-kgp:getOut-dm:window_of_study_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/215">>	215
<<<<dm:Abe_Slaney-kgp:leave-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/217">>	217
<<<<cm:Berkeley-kgp:commit-cm:same_type_of_crime>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/371">>	371
<<<<sl:Ned_Hunter-kgp:go-sl:Dog_of_the_stable>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/089">>	089
<<<<ci:Holmes-kgp:know-ci:Sutherland>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/048">>	048
<<<<ci:letter_of_Sutherland-kgp:reach-ci:Office>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/176">>	176
<<<<rp:Blessington-kgp:speak-rp:fact>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/193">>	193
<<<<df:Doctor_Richard-kgp:fainting-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/140">>	140
<<<<dm:Dancing_dolls_Y-kgp:equalTo-dm:COME>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/167">>	167
<<<<cm:Berkeley-kgp:notHave-cm:love_relationship>>-rdf:value-"http://kgc.knowledge-graph.jp/data/CrookedMan/165">>	165
<<<<ag:Theresa-kgp:say-ag:Fiction>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/370">>	370
<<<<ag:Jack_Crocker-kgp:cut-ag:cord_of_bell>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/371">>	371
<<<<df:Mortimer-kgp:separate-df:George>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/077">>	077
<<<<sb:bedroom_of_Julia-kgp:have-sb:fireplace>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/198">>	198
<<<<ag:Jack_Crocker-kgp:notHave-ag:sin>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/411">>	411
<<<<ag:Voice_of_the_people-kgp:equalTo-ag:Voice_of_God>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/412">>	412
<<<<sl:mantle_of_John_Straker-kgp:bePlaced-sl:beam_broom_bush>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/254">>	254
<<<<ag:Jack_Crocker-kgp:know-ag:Marriage_of_Lady_Brackenstall>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/325">>	325
<<<<ag:Jack_Crocker-kgp:back-ag:voyage>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/324">>	324
<<<<df:Holmes-kgp:hear-df:Roundhay>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/239">>	239
<<<<sb:Helen-kgp:talk-sb:wedding_ceremony_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/56">>	56
<<<<sb:Holmes-kgp:put-sb:cane>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/301">>	301
<<<<ci:Sutherland-kgp:notice-ci:handwriting_of_Windybank>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/568">>	568
<<<<rp:Blessington-kgp:cannotAnswer-rp:question_of_Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/179">>	179
<<<<rp:Holmes-kgp:askAgain-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/180">>	180
<<<<sb:Roylott-kgp:have-sb:reason>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/177">>	177
<<<<sb:Helen-kgp:go-sb:bedroom_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/262">>	262
<<<<sb:Helen-kgp:go-sb:bedroom_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/178">>	178
<<<<sb:Helen-kgp:go-sb:bedroom_of_Julia>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/186">>	186
<<<<ci:Sutherland-kgp:notKnow-ci:danger_of_hozma>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/254">>	254
<<<<rp:Percy_Trevelyan-kgp:under_33,4_years_old-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/007">>	007
<<<<sl:Fitzroy_Simpson-kgp:wear-sl:tie>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/135">>	135
<<<<ci:Holmes-kgp:closed-ci:door>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/547">>	547
<<<<ci:Windybank-kgp:escape-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/557">>	557
<<<<df:Roundhay-kgp:say-df:Less_than>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/424">>	424
<<<<df:Roundhay-kgp:say-df:Less_than>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/244">>	244
<<<<sb:bedroom_of_Julia-sb:dark-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/304">>	304
<<<<sb:Holmes-kgp:hear-sb:cry>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/305">>	305
<<<<ag:Lady_Brackenstal-kgp:say-ag:case>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/019">>	019
<<<<dm:Abe_Slaney-kgp:send-dm:Letter_Z>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/207">>	207
<<<<dm:Elsie-kgp:notSend-dm:Letter_Z>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DancingMen/208">>	208
<<<<df:House_of_Trigenis-kgp:have-owl:Nothing>>-rdf:value-"http://kgc.knowledge-graph.jp/data/DevilsFoot/153">>	153
<<<<owl:Nothing-kgp:important-ci:signature_of_letter>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/376">>	376
<<<<sl:Fitzroy_Simpson-kgp:give-sl:Silver_Blaze>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SilverBlaze/207">>	207
<<<<rp:Person_who_was_in_the_waiting_room-kgp:enter-rp:Blessington_room>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/152">>	152
<<<<rp:Percy_Trevelyan-kgp:visit-rp:Holmes>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ResidentPatient/157">>	157
<<<<ci:Personal_statement-kgp:is-ci:Windybank>>-rdf:value-"http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/577">>	577
<<<<ag:Holes_of_pond-kgp:become-ag:cache>>-rdf:value-"http://kgc.knowledge-graph.jp/data/AbbeyGrange/296">>	296
<<<<sb:Roylott-kgp:see-sb:ceiling>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/355">>	355
<<<<sb:Roylott-kgp:see-sb:ceiling>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/353">>	353
<<<<sb:band-kgp:tighten-sb:neck_of_Roylott>>-rdf:value-"http://kgc.knowledge-graph.jp/data/SpeckledBand/356">>	356
